size,iterations,nodes,omp_threads,time
3000,500,6,4,2.073466
3000,500,6,4,2.062456
3000,500,6,4,2.061307
3000,500,6,4,2.064483
500,50,2,8,0.06929
500,50,2,8,0.067487
500,50,2,8,0.069127
500,50,2,8,0.072719
500,50,2,8,0.072062
500,50,2,8,0.069035
500,50,2,8,0.072942
500,50,2,8,0.071858
500,50,2,8,0.069176
500,50,2,8,0.073168
1000,50,2,8,0.266472
1000,50,2,8,0.284255
1000,50,2,8,0.28413
1000,50,2,8,0.268619
1000,50,2,8,0.267291
1000,50,2,8,0.284763
1000,50,2,8,0.267761
1000,50,2,8,0.284556
1000,50,2,8,0.276758
1000,50,2,8,0.283754
2000,50,2,8,1.079403
2000,50,2,8,1.109512
2000,50,2,8,1.08433
2000,50,2,8,1.098763
2000,50,2,8,1.088484
2000,50,2,8,1.110633
2000,50,2,8,1.084843
2000,50,2,8,1.070485
2000,50,2,8,1.07119
2000,50,2,8,1.100484
3000,50,2,8,2.426539
3000,50,2,8,2.413712
3000,50,2,8,2.425458
3000,50,2,8,2.414965
3000,50,2,8,2.423562
3000,50,2,8,2.412753
3000,50,2,8,2.416643
3000,50,2,8,2.410174
3000,50,2,8,2.414202
3000,50,2,8,2.420811
500,100,2,8,0.136248
500,100,2,8,0.135073
500,100,2,8,0.128051
500,100,2,8,0.128169
500,100,2,8,0.135731
500,100,2,8,0.127236
500,100,2,8,0.127134
500,100,2,8,0.135559
500,100,2,8,0.12859
500,100,2,8,0.12797
1000,100,2,8,0.499862
1000,100,2,8,0.529605
1000,100,2,8,0.496988
1000,100,2,8,0.5194
1000,100,2,8,0.499117
1000,100,2,8,0.499493
1000,100,2,8,0.498898
1000,100,2,8,0.498163
1000,100,2,8,0.498888
1000,100,2,8,0.49974
2000,100,2,8,2.003213
2000,100,2,8,2.000812
2000,100,2,8,2.056409
2000,100,2,8,2.011489
2000,100,2,8,2.009332
2000,100,2,8,2.015096
2000,100,2,8,2.007822
2000,100,2,8,2.115831
2000,100,2,8,2.005504
2000,100,2,8,2.032215
3000,100,2,8,4.533263
3000,100,2,8,4.535256
3000,100,2,8,4.534946
3000,100,2,8,4.525867
3000,100,2,8,4.523239
3000,100,2,8,4.536435
3000,100,2,8,4.52648
3000,100,2,8,4.52897
3000,100,2,8,4.528719
3000,100,2,8,4.536816
500,200,2,8,0.241736
500,200,2,8,0.238777
500,200,2,8,0.239237
500,200,2,8,0.239183
500,200,2,8,0.238674
500,200,2,8,0.2522
500,200,2,8,0.243226
500,200,2,8,0.239204
500,200,2,8,0.240208
500,200,2,8,0.239323
1000,200,2,8,0.938293
1000,200,2,8,0.939184
1000,200,2,8,0.936363
1000,200,2,8,0.945998
1000,200,2,8,0.93756
1000,200,2,8,0.938065
1000,200,2,8,0.935964
1000,200,2,8,0.93709
1000,200,2,8,0.953567
1000,200,2,8,0.984564
2000,200,2,8,3.829701
2000,200,2,8,3.788867
2000,200,2,8,3.791692
2000,200,2,8,3.801908
2000,200,2,8,3.786421
2000,200,2,8,3.791447
2000,200,2,8,3.788955
2000,200,2,8,3.792558
2000,200,2,8,3.782266
2000,200,2,8,3.773168
3000,200,2,8,8.549703
3000,200,2,8,8.558609
3000,200,2,8,8.588907
3000,200,2,8,8.565134
3000,200,2,8,8.575155
3000,200,2,8,8.568236
3000,200,2,8,8.560937
3000,200,2,8,8.553713
3000,200,2,8,8.570792
3000,200,2,8,8.570739
500,500,2,8,0.555006
500,500,2,8,0.555246
500,500,2,8,0.551871
500,500,2,8,0.554665
500,500,2,8,0.551064
500,500,2,8,0.55004
500,500,2,8,0.578239
500,500,2,8,0.553178
500,500,2,8,0.557984
500,500,2,8,0.554476
1000,500,2,8,2.217715
1000,500,2,8,2.189667
1000,500,2,8,2.182195
1000,500,2,8,2.192662
1000,500,2,8,2.179295
1000,500,2,8,2.185641
1000,500,2,8,2.214456
1000,500,2,8,2.194509
1000,500,2,8,2.189964
1000,500,2,8,2.177379
2000,500,2,8,8.927895
2000,500,2,8,8.933128
2000,500,2,8,8.93192
2000,500,2,8,8.930337
2000,500,2,8,8.940939
2000,500,2,8,8.910622
2000,500,2,8,8.921667
2000,500,2,8,8.922304
2000,500,2,8,8.928099
2000,500,2,8,8.921293
3000,500,2,8,20.315207
3000,500,2,8,20.243843
3000,500,2,8,20.213494
3000,500,2,8,20.256134
3000,500,2,8,20.240601
3000,500,2,8,20.250867
3000,500,2,8,20.301319
3000,500,2,8,20.28155
3000,500,2,8,20.234517
3000,500,2,8,20.233853
500,50,4,8,0.00873
500,50,4,8,0.008626
500,50,4,8,0.008609
500,50,4,8,0.008603
500,50,4,8,0.00852
500,50,4,8,0.009565
500,50,4,8,0.008481
500,50,4,8,0.008677
500,50,4,8,0.008569
500,50,4,8,0.008605
1000,50,4,8,0.028354
1000,50,4,8,0.028103
1000,50,4,8,0.029686
1000,50,4,8,0.028226
1000,50,4,8,0.027915
1000,50,4,8,0.028237
1000,50,4,8,0.028281
1000,50,4,8,0.028206
1000,50,4,8,0.028751
1000,50,4,8,0.02846
2000,50,4,8,0.096915
2000,50,4,8,0.099857
2000,50,4,8,0.098545
2000,50,4,8,0.098092
2000,50,4,8,0.096928
2000,50,4,8,0.1002
2000,50,4,8,0.098075
2000,50,4,8,0.099383
2000,50,4,8,0.097308
2000,50,4,8,0.097458
3000,50,4,8,0.216257
3000,50,4,8,0.216567
3000,50,4,8,0.216455
3000,50,4,8,0.216057
3000,50,4,8,0.2163
3000,50,4,8,0.216341
3000,50,4,8,0.215551
3000,50,4,8,0.216134
3000,50,4,8,0.21578
3000,50,4,8,0.21582
500,100,4,8,0.015769
500,100,4,8,0.01567
500,100,4,8,0.015871
500,100,4,8,0.015732
500,100,4,8,0.015879
500,100,4,8,0.015844
500,100,4,8,0.015814
500,100,4,8,0.016949
500,100,4,8,0.015895
500,100,4,8,0.01592
1000,100,4,8,0.051759
1000,100,4,8,0.052645
1000,100,4,8,0.052564
1000,100,4,8,0.053574
1000,100,4,8,0.052344
1000,100,4,8,0.05352
1000,100,4,8,0.052616
1000,100,4,8,0.05351
1000,100,4,8,0.053553
1000,100,4,8,0.052345
2000,100,4,8,0.182806
2000,100,4,8,0.183656
2000,100,4,8,0.185086
2000,100,4,8,0.183984
2000,100,4,8,0.183576
2000,100,4,8,0.18416
2000,100,4,8,0.184345
2000,100,4,8,0.183628
2000,100,4,8,0.183403
2000,100,4,8,0.182224
3000,100,4,8,0.406542
3000,100,4,8,0.40632
3000,100,4,8,0.406673
3000,100,4,8,0.406293
3000,100,4,8,0.406599
3000,100,4,8,0.406398
3000,100,4,8,0.406182
3000,100,4,8,0.406444
3000,100,4,8,0.406334
3000,100,4,8,0.410568
500,200,4,8,0.029545
500,200,4,8,0.029669
500,200,4,8,0.02979
500,200,4,8,0.029473
500,200,4,8,0.029535
500,200,4,8,0.029702
500,200,4,8,0.029587
500,200,4,8,0.029629
500,200,4,8,0.029493
500,200,4,8,0.030024
1000,200,4,8,0.097274
1000,200,4,8,0.097751
1000,200,4,8,0.097859
1000,200,4,8,0.098005
1000,200,4,8,0.099532
1000,200,4,8,0.099989
1000,200,4,8,0.096897
1000,200,4,8,0.099142
1000,200,4,8,0.097682
1000,200,4,8,0.099802
2000,200,4,8,0.345316
2000,200,4,8,0.346984
2000,200,4,8,0.348227
2000,200,4,8,0.347192
2000,200,4,8,0.345019
2000,200,4,8,0.345512
2000,200,4,8,0.347968
2000,200,4,8,0.349244
2000,200,4,8,0.347256
2000,200,4,8,0.346891
3000,200,4,8,0.778797
3000,200,4,8,0.77821
3000,200,4,8,0.779428
3000,200,4,8,0.77845
3000,200,4,8,0.778025
3000,200,4,8,0.776671
3000,200,4,8,0.779475
3000,200,4,8,0.777748
3000,200,4,8,0.778084
3000,200,4,8,0.778907
500,500,4,8,0.067638
500,500,4,8,0.06765
500,500,4,8,0.067144
500,500,4,8,0.068213
500,500,4,8,0.067656
500,500,4,8,0.067405
500,500,4,8,0.067024
500,500,4,8,0.067836
500,500,4,8,0.067517
500,500,4,8,0.067691
1000,500,4,8,0.225719
1000,500,4,8,0.225374
1000,500,4,8,0.227556
1000,500,4,8,0.226151
1000,500,4,8,0.227578
1000,500,4,8,0.224987
1000,500,4,8,0.225343
1000,500,4,8,0.22345
1000,500,4,8,0.224814
1000,500,4,8,0.226045
2000,500,4,8,0.819585
2000,500,4,8,0.823114
2000,500,4,8,0.821599
2000,500,4,8,0.821988
2000,500,4,8,0.822242
2000,500,4,8,0.821166
2000,500,4,8,0.823821
2000,500,4,8,0.819748
2000,500,4,8,0.830044
2000,500,4,8,0.822719
3000,500,4,8,1.835787
3000,500,4,8,1.836115
3000,500,4,8,1.837043
3000,500,4,8,1.837699
3000,500,4,8,1.836337
3000,500,4,8,1.836372
3000,500,4,8,1.838104
3000,500,4,8,1.834532
3000,500,4,8,1.835388
3000,500,4,8,1.836935
500,50,6,8,0.006337
500,50,6,8,0.006391
500,50,6,8,0.006405
500,50,6,8,0.006307
500,50,6,8,0.006401
500,50,6,8,0.006331
500,50,6,8,0.006275
500,50,6,8,0.006314
500,50,6,8,0.006362
500,50,6,8,0.00632
1000,50,6,8,0.019825
1000,50,6,8,0.019964
1000,50,6,8,0.02058
1000,50,6,8,0.019862
1000,50,6,8,0.020028
1000,50,6,8,0.020072
1000,50,6,8,0.020006
1000,50,6,8,0.019748
1000,50,6,8,0.019634
1000,50,6,8,0.019872
2000,50,6,8,0.067629
2000,50,6,8,0.069122
2000,50,6,8,0.066318
2000,50,6,8,0.06716
2000,50,6,8,0.066586
2000,50,6,8,0.06837
2000,50,6,8,0.066779
2000,50,6,8,0.066663
2000,50,6,8,0.068898
2000,50,6,8,0.066486
3000,50,6,8,0.146312
3000,50,6,8,0.145299
3000,50,6,8,0.145188
3000,50,6,8,0.145543
3000,50,6,8,0.146384
3000,50,6,8,0.145291
3000,50,6,8,0.146235
3000,50,6,8,0.146112
3000,50,6,8,0.145716
3000,50,6,8,0.146
500,100,6,8,0.01178
500,100,6,8,0.011591
500,100,6,8,0.011785
500,100,6,8,0.011854
500,100,6,8,0.011805
500,100,6,8,0.011836
500,100,6,8,0.01182
500,100,6,8,0.012706
500,100,6,8,0.011697
500,100,6,8,0.011785
1000,100,6,8,0.036987
1000,100,6,8,0.037022
1000,100,6,8,0.036895
1000,100,6,8,0.037019
1000,100,6,8,0.03668
1000,100,6,8,0.037089
1000,100,6,8,0.037629
1000,100,6,8,0.03764
1000,100,6,8,0.036948
1000,100,6,8,0.037283
2000,100,6,8,0.125883
2000,100,6,8,0.126084
2000,100,6,8,0.124561
2000,100,6,8,0.125756
2000,100,6,8,0.128108
2000,100,6,8,0.125196
2000,100,6,8,0.125821
2000,100,6,8,0.125166
2000,100,6,8,0.124947
2000,100,6,8,0.124231
3000,100,6,8,0.274124
3000,100,6,8,0.275811
3000,100,6,8,0.276002
3000,100,6,8,0.278482
3000,100,6,8,0.274192
3000,100,6,8,0.273598
3000,100,6,8,0.273206
3000,100,6,8,0.274678
3000,100,6,8,0.273355
3000,100,6,8,0.273513
500,200,6,8,0.022
500,200,6,8,0.022957
500,200,6,8,0.022071
500,200,6,8,0.022002
500,200,6,8,0.021794
500,200,6,8,0.022124
500,200,6,8,0.021941
500,200,6,8,0.022204
500,200,6,8,0.022799
500,200,6,8,0.022091
1000,200,6,8,0.069393
1000,200,6,8,0.069064
1000,200,6,8,0.069418
1000,200,6,8,0.07025
1000,200,6,8,0.06918
1000,200,6,8,0.070114
1000,200,6,8,0.06854
1000,200,6,8,0.068787
1000,200,6,8,0.069192
1000,200,6,8,0.06992
2000,200,6,8,0.236931
2000,200,6,8,0.237082
2000,200,6,8,0.235209
2000,200,6,8,0.235421
2000,200,6,8,0.239548
2000,200,6,8,0.236686
2000,200,6,8,0.235158
2000,200,6,8,0.236993
2000,200,6,8,0.236465
2000,200,6,8,0.235247
3000,200,6,8,0.528731
3000,200,6,8,0.525938
3000,200,6,8,0.523367
3000,200,6,8,0.525386
3000,200,6,8,0.524431
3000,200,6,8,0.525805
3000,200,6,8,0.523975
3000,200,6,8,0.524192
3000,200,6,8,0.524631
3000,200,6,8,0.524923
500,500,6,8,0.050164
500,500,6,8,0.050359
500,500,6,8,0.050331
500,500,6,8,0.050283
500,500,6,8,0.050042
500,500,6,8,0.049629
500,500,6,8,0.050266
500,500,6,8,0.05027
500,500,6,8,0.050638
500,500,6,8,0.050799
1000,500,6,8,0.159122
1000,500,6,8,0.158823
1000,500,6,8,0.159877
1000,500,6,8,0.159115
1000,500,6,8,0.159217
1000,500,6,8,0.157975
1000,500,6,8,0.159093
1000,500,6,8,0.159058
1000,500,6,8,0.157781
1000,500,6,8,0.159448
2000,500,6,8,0.555565
2000,500,6,8,0.559159
2000,500,6,8,0.555875
2000,500,6,8,0.556161
2000,500,6,8,0.555595
2000,500,6,8,0.558488
2000,500,6,8,0.56012
2000,500,6,8,0.559261
2000,500,6,8,0.559961
2000,500,6,8,0.562865
3000,500,6,8,1.248644
3000,500,6,8,1.238875
3000,500,6,8,1.243876
3000,500,6,8,1.240418
3000,500,6,8,1.240765
3000,500,6,8,1.237818
3000,500,6,8,1.237225
3000,500,6,8,1.240282
3000,500,6,8,1.242067
3000,500,6,8,1.239276
500,50,2,12,0.073993
500,50,2,12,0.070245
500,50,2,12,0.070166
500,50,2,12,0.073884
500,50,2,12,0.073592
500,50,2,12,0.069692
500,50,2,12,0.070422
500,50,2,12,0.074585
500,50,2,12,0.070234
500,50,2,12,0.069772
1000,50,2,12,0.268623
1000,50,2,12,0.284701
1000,50,2,12,0.269424
1000,50,2,12,0.269362
1000,50,2,12,0.275082
1000,50,2,12,0.284734
1000,50,2,12,0.267373
1000,50,2,12,0.268451
1000,50,2,12,0.268931
1000,50,2,12,0.269941
2000,50,2,12,1.071986
2000,50,2,12,1.092278
2000,50,2,12,1.104433
2000,50,2,12,1.072303
2000,50,2,12,1.075449
2000,50,2,12,1.072608
2000,50,2,12,1.087282
2000,50,2,12,1.074985
2000,50,2,12,1.081258
2000,50,2,12,1.080655
3000,50,2,12,2.41472
3000,50,2,12,2.41797
3000,50,2,12,2.41238
3000,50,2,12,2.416777
3000,50,2,12,2.418381
3000,50,2,12,2.421492
3000,50,2,12,2.415348
3000,50,2,12,2.416841
3000,50,2,12,2.414759
3000,50,2,12,2.415565
500,100,2,12,0.130073
500,100,2,12,0.136635
500,100,2,12,0.128982
500,100,2,12,0.12958
500,100,2,12,0.129433
500,100,2,12,0.130642
500,100,2,12,0.130068
500,100,2,12,0.136928
500,100,2,12,0.128256
500,100,2,12,0.137764
1000,100,2,12,0.501051
1000,100,2,12,0.50056
1000,100,2,12,0.500738
1000,100,2,12,0.521776
1000,100,2,12,0.532589
1000,100,2,12,0.500292
1000,100,2,12,0.500218
1000,100,2,12,0.501624
1000,100,2,12,0.500544
1000,100,2,12,0.501885
2000,100,2,12,2.003715
2000,100,2,12,2.012244
2000,100,2,12,2.010755
2000,100,2,12,2.006849
2000,100,2,12,2.01216
2000,100,2,12,2.017523
2000,100,2,12,2.024741
2000,100,2,12,2.06382
2000,100,2,12,2.054646
2000,100,2,12,2.009096
3000,100,2,12,4.54119
3000,100,2,12,4.538327
3000,100,2,12,4.538044
3000,100,2,12,4.555406
3000,100,2,12,4.534412
3000,100,2,12,4.541647
3000,100,2,12,4.533981
3000,100,2,12,4.530565
3000,100,2,12,4.539939
3000,100,2,12,4.530445
500,200,2,12,0.243332
500,200,2,12,0.24324
500,200,2,12,0.258513
500,200,2,12,0.243301
500,200,2,12,0.242575
500,200,2,12,0.242096
500,200,2,12,0.241441
500,200,2,12,0.243057
500,200,2,12,0.243792
500,200,2,12,0.244614
1000,200,2,12,0.943877
1000,200,2,12,0.941238
1000,200,2,12,0.966872
1000,200,2,12,0.941194
1000,200,2,12,0.943816
1000,200,2,12,0.941611
1000,200,2,12,0.940767
1000,200,2,12,0.941449
1000,200,2,12,0.943784
1000,200,2,12,0.941785
2000,200,2,12,3.824622
2000,200,2,12,3.809955
2000,200,2,12,3.794926
2000,200,2,12,3.798912
2000,200,2,12,3.796113
2000,200,2,12,3.814735
2000,200,2,12,3.807965
2000,200,2,12,3.797369
2000,200,2,12,3.840018
2000,200,2,12,3.789629
3000,200,2,12,8.579347
3000,200,2,12,8.604553
3000,200,2,12,8.609578
3000,200,2,12,8.587485
3000,200,2,12,8.58359
3000,200,2,12,8.583344
3000,200,2,12,8.562754
3000,200,2,12,8.57895
3000,200,2,12,8.59033
3000,200,2,12,8.573028
500,500,2,12,0.588237
500,500,2,12,0.558978
500,500,2,12,0.559943
500,500,2,12,0.560858
500,500,2,12,0.560617
500,500,2,12,0.562019
500,500,2,12,0.560357
500,500,2,12,0.561721
500,500,2,12,0.593571
500,500,2,12,0.593359
1000,500,2,12,2.193908
1000,500,2,12,2.196187
1000,500,2,12,2.197519
1000,500,2,12,2.215574
1000,500,2,12,2.228646
1000,500,2,12,2.224067
1000,500,2,12,2.195679
1000,500,2,12,2.194696
1000,500,2,12,2.200731
1000,500,2,12,2.196326
2000,500,2,12,8.955451
2000,500,2,12,8.916509
2000,500,2,12,8.934504
2000,500,2,12,8.95954
2000,500,2,12,8.924408
2000,500,2,12,8.920901
2000,500,2,12,8.959502
2000,500,2,12,9.011548
2000,500,2,12,8.930668
2000,500,2,12,8.960382
3000,500,2,12,20.464274
3000,500,2,12,20.288692
3000,500,2,12,20.29186
3000,500,2,12,20.298951
3000,500,2,12,20.310666
3000,500,2,12,20.312414
3000,500,2,12,20.255757
3000,500,2,12,20.287468
3000,500,2,12,20.407507
3000,500,2,12,20.484621
500,50,4,12,0.008089
500,50,4,12,0.007524
500,50,4,12,0.007227
500,50,4,12,0.007239
500,50,4,12,0.007215
500,50,4,12,0.007373
500,50,4,12,0.007236
500,50,4,12,0.007307
500,50,4,12,0.007171
500,50,4,12,0.007343
1000,50,4,12,0.023182
1000,50,4,12,0.023446
1000,50,4,12,0.022755
1000,50,4,12,0.022777
1000,50,4,12,0.022973
1000,50,4,12,0.022897
1000,50,4,12,0.022833
1000,50,4,12,0.022708
1000,50,4,12,0.022841
1000,50,4,12,0.02342
2000,50,4,12,0.076292
2000,50,4,12,0.07582
2000,50,4,12,0.07452
2000,50,4,12,0.074453
2000,50,4,12,0.077572
2000,50,4,12,0.074912
2000,50,4,12,0.075365
2000,50,4,12,0.074771
2000,50,4,12,0.073971
2000,50,4,12,0.074991
3000,50,4,12,0.163419
3000,50,4,12,0.162606
3000,50,4,12,0.163395
3000,50,4,12,0.163965
3000,50,4,12,0.163552
3000,50,4,12,0.163567
3000,50,4,12,0.16311
3000,50,4,12,0.16417
3000,50,4,12,0.163771
3000,50,4,12,0.163188
500,100,4,12,0.01344
500,100,4,12,0.013524
500,100,4,12,0.01342
500,100,4,12,0.013465
500,100,4,12,0.013323
500,100,4,12,0.013491
500,100,4,12,0.013319
500,100,4,12,0.013582
500,100,4,12,0.013387
500,100,4,12,0.013452
1000,100,4,12,0.042838
1000,100,4,12,0.044144
1000,100,4,12,0.043294
1000,100,4,12,0.043311
1000,100,4,12,0.042733
1000,100,4,12,0.042047
1000,100,4,12,0.042167
1000,100,4,12,0.043799
1000,100,4,12,0.042228
1000,100,4,12,0.042344
2000,100,4,12,0.142114
2000,100,4,12,0.141822
2000,100,4,12,0.142716
2000,100,4,12,0.13838
2000,100,4,12,0.139351
2000,100,4,12,0.139298
2000,100,4,12,0.141528
2000,100,4,12,0.142361
2000,100,4,12,0.139546
2000,100,4,12,0.14268
3000,100,4,12,0.308419
3000,100,4,12,0.308194
3000,100,4,12,0.308195
3000,100,4,12,0.30775
3000,100,4,12,0.308124
3000,100,4,12,0.30866
3000,100,4,12,0.309319
3000,100,4,12,0.308203
3000,100,4,12,0.308712
3000,100,4,12,0.309344
500,200,4,12,0.025349
500,200,4,12,0.02522
500,200,4,12,0.024944
500,200,4,12,0.025003
500,200,4,12,0.024832
500,200,4,12,0.025336
500,200,4,12,0.025065
500,200,4,12,0.02516
500,200,4,12,0.025137
500,200,4,12,0.024939
1000,200,4,12,0.078896
1000,200,4,12,0.07917
1000,200,4,12,0.079047
1000,200,4,12,0.078803
1000,200,4,12,0.081624
1000,200,4,12,0.07882
1000,200,4,12,0.0816
1000,200,4,12,0.080339
1000,200,4,12,0.080112
1000,200,4,12,0.08009
2000,200,4,12,0.264519
2000,200,4,12,0.263849
2000,200,4,12,0.264606
2000,200,4,12,0.267055
2000,200,4,12,0.270024
2000,200,4,12,0.264721
2000,200,4,12,0.267663
2000,200,4,12,0.265313
2000,200,4,12,0.264664
2000,200,4,12,0.268905
3000,200,4,12,0.594933
3000,200,4,12,0.607661
3000,200,4,12,0.591676
3000,200,4,12,0.592185
3000,200,4,12,0.593014
3000,200,4,12,0.594216
3000,200,4,12,0.595081
3000,200,4,12,0.592061
3000,200,4,12,0.596386
3000,200,4,12,0.594986
500,500,4,12,0.057995
500,500,4,12,0.057337
500,500,4,12,0.057588
500,500,4,12,0.057637
500,500,4,12,0.057103
500,500,4,12,0.056936
500,500,4,12,0.057646
500,500,4,12,0.057049
500,500,4,12,0.056942
500,500,4,12,0.057229
1000,500,4,12,0.195521
1000,500,4,12,0.181858
1000,500,4,12,0.181233
1000,500,4,12,0.178889
1000,500,4,12,0.180906
1000,500,4,12,0.180692
1000,500,4,12,0.182892
1000,500,4,12,0.179186
1000,500,4,12,0.180021
1000,500,4,12,0.180106
2000,500,4,12,0.626051
2000,500,4,12,0.629681
2000,500,4,12,0.632023
2000,500,4,12,0.625854
2000,500,4,12,0.627454
2000,500,4,12,0.62645
2000,500,4,12,0.62764
2000,500,4,12,0.628385
2000,500,4,12,0.627839
2000,500,4,12,0.628487
3000,500,4,12,1.409962
3000,500,4,12,1.406872
3000,500,4,12,1.40323
3000,500,4,12,1.407626
3000,500,4,12,1.415674
3000,500,4,12,1.410999
3000,500,4,12,1.404852
3000,500,4,12,1.407843
3000,500,4,12,1.407272
3000,500,4,12,1.407337
500,50,6,12,0.00587
500,50,6,12,0.005389
500,50,6,12,0.005479
500,50,6,12,0.0055
500,50,6,12,0.005443
500,50,6,12,0.005424
500,50,6,12,0.005455
500,50,6,12,0.006474
500,50,6,12,0.00547
500,50,6,12,0.005552
1000,50,6,12,0.016279
1000,50,6,12,0.017465
1000,50,6,12,0.016577
1000,50,6,12,0.016908
1000,50,6,12,0.016294
1000,50,6,12,0.016558
1000,50,6,12,0.016351
1000,50,6,12,0.016164
1000,50,6,12,0.017899
1000,50,6,12,0.017374
2000,50,6,12,0.054131
2000,50,6,12,0.052712
2000,50,6,12,0.052463
2000,50,6,12,0.051487
2000,50,6,12,0.052922
2000,50,6,12,0.050962
2000,50,6,12,0.051884
2000,50,6,12,0.052279
2000,50,6,12,0.052148
2000,50,6,12,0.051395
3000,50,6,12,0.110445
3000,50,6,12,0.110794
3000,50,6,12,0.111038
3000,50,6,12,0.112265
3000,50,6,12,0.116493
3000,50,6,12,0.110396
3000,50,6,12,0.11081
3000,50,6,12,0.109923
3000,50,6,12,0.113092
3000,50,6,12,0.110678
500,100,6,12,0.010006
500,100,6,12,0.010028
500,100,6,12,0.010081
500,100,6,12,0.010003
500,100,6,12,0.009983
500,100,6,12,0.010016
500,100,6,12,0.010072
500,100,6,12,0.010018
500,100,6,12,0.009947
500,100,6,12,0.010035
1000,100,6,12,0.03018
1000,100,6,12,0.030915
1000,100,6,12,0.030765
1000,100,6,12,0.030916
1000,100,6,12,0.029678
1000,100,6,12,0.03106
1000,100,6,12,0.030005
1000,100,6,12,0.030337
1000,100,6,12,0.030514
1000,100,6,12,0.031185
2000,100,6,12,0.095555
2000,100,6,12,0.097817
2000,100,6,12,0.096569
2000,100,6,12,0.095392
2000,100,6,12,0.095269
2000,100,6,12,0.099464
2000,100,6,12,0.096537
2000,100,6,12,0.097076
2000,100,6,12,0.096099
2000,100,6,12,0.096475
3000,100,6,12,0.208304
3000,100,6,12,0.207799
3000,100,6,12,0.20883
3000,100,6,12,0.208397
3000,100,6,12,0.208195
3000,100,6,12,0.208411
3000,100,6,12,0.209146
3000,100,6,12,0.208151
3000,100,6,12,0.208754
3000,100,6,12,0.20793
500,200,6,12,0.018854
500,200,6,12,0.018786
500,200,6,12,0.018817
500,200,6,12,0.018827
500,200,6,12,0.018746
500,200,6,12,0.01983
500,200,6,12,0.018778
500,200,6,12,0.019446
500,200,6,12,0.01885
500,200,6,12,0.018813
1000,200,6,12,0.057265
1000,200,6,12,0.0586
1000,200,6,12,0.058736
1000,200,6,12,0.056576
1000,200,6,12,0.057208
1000,200,6,12,0.05687
1000,200,6,12,0.056602
1000,200,6,12,0.058372
1000,200,6,12,0.058275
1000,200,6,12,0.058558
2000,200,6,12,0.181535
2000,200,6,12,0.184883
2000,200,6,12,0.183439
2000,200,6,12,0.180775
2000,200,6,12,0.184654
2000,200,6,12,0.181155
2000,200,6,12,0.188926
2000,200,6,12,0.182023
2000,200,6,12,0.1844
2000,200,6,12,0.182212
3000,200,6,12,0.395958
3000,200,6,12,0.396368
3000,200,6,12,0.399346
3000,200,6,12,0.398603
3000,200,6,12,0.400457
3000,200,6,12,0.39666
3000,200,6,12,0.395628
3000,200,6,12,0.401137
3000,200,6,12,0.39591
3000,200,6,12,0.397725
500,500,6,12,0.043212
500,500,6,12,0.043011
500,500,6,12,0.042605
500,500,6,12,0.043962
500,500,6,12,0.04346
500,500,6,12,0.043649
500,500,6,12,0.042993
500,500,6,12,0.043099
500,500,6,12,0.043121
500,500,6,12,0.042924
1000,500,6,12,0.129357
1000,500,6,12,0.129398
1000,500,6,12,0.129276
1000,500,6,12,0.129214
1000,500,6,12,0.129915
1000,500,6,12,0.128401
1000,500,6,12,0.129145
1000,500,6,12,0.129737
1000,500,6,12,0.130776
1000,500,6,12,0.130293
2000,500,6,12,0.430867
2000,500,6,12,0.431297
2000,500,6,12,0.433322
2000,500,6,12,0.429867
2000,500,6,12,0.434743
2000,500,6,12,0.432439
2000,500,6,12,0.429376
2000,500,6,12,0.430908
2000,500,6,12,0.431078
2000,500,6,12,0.42995
3000,500,6,12,0.952143
3000,500,6,12,0.952741
3000,500,6,12,0.954831
3000,500,6,12,0.952104
3000,500,6,12,0.954236
3000,500,6,12,0.952434
3000,500,6,12,0.953061
3000,500,6,12,0.950416
3000,500,6,12,0.955477
3000,500,6,12,0.952025
